LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT PAYMENT NEXT MONTH,SEX_1,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,MARRIAGE_4
30000.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,0.0,780.0,0,0,1,0,1,0,0,1,0,0,0
280000.0,37.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22398.0,30002.0,1715.0,4408.0,2517.0,29987.0,30422.0,1721.0,4428.0,2528.0,30135.0,8302.0,0,1,0,1,0,0,0,1,0,0,0
80000.0,29.0,1.0,-2.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,1612.0,16388.0,0.0,0.0,0.0,1612.0,16415.0,0.0,0.0,1800.0,0,0,1,1,0,0,0,0,1,0,0
40000.0,24.0,1.0,8.0,7.0,6.0,5.0,4.0,25933.0,25589.0,25234.0,24579.0,23635.0,22680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
130000.0,30.0,0.0,0.0,0.0,0.0,-1.0,0.0,70142.0,10724.0,3995.0,7556.0,125682.0,128453.0,1100.0,2000.0,5000.0,128000.0,4700.0,4600.0,0,1,0,0,1,0,0,0,1,0,0
260000.0,35.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,4539.0,10417.0,7364.0,8144.0,8422.0,7740.0,10417.0,7364.0,8144.0,8422.0,7740.0,26318.0,0,0,1,0,1,0,0,1,0,0,0
20000.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0,9325.0,8562.0,9571.0,9912.0,10036.0,10400.0,1000.0,1159.0,500.0,432.0,600.0,0.0,0,0,1,0,1,0,0,0,0,1,0
500000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,264961.0,237006.0,139311.0,128095.0,181304.0,219929.0,20078.0,30141.0,30000.0,60000.0,50000.0,30000.0,0,0,1,0,0,1,0,0,1,0,0
500000.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,87161.0,89009.0,92651.0,93725.0,95517.0,97581.0,3248.0,5140.0,3510.0,3461.0,3646.0,3770.0,0,1,0,1,0,0,0,1,0,0,0
500000.0,39.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2082.0,800.0,1440.0,600.0,8170.0,600.0,803.0,1440.0,600.0,8170.0,600.0,1389.0,0,1,0,0,1,0,0,1,0,0,0
200000.0,29.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,41151.0,21132.0,482.0,482.0,462.0,446.0,1650.0,482.0,482.0,462.0,466.0,0.0,0,1,0,0,0,1,0,0,1,0,0
160000.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,813.0,1351.0,0.0,2773.0,215.0,2026.0,1351.0,0.0,2773.0,215.0,2026.0,0.0,0,1,0,1,0,0,0,0,1,0,0
200000.0,31.0,0.0,-1.0,-1.0,0.0,0.0,0.0,9080.0,14280.0,13918.0,22836.0,20105.0,4415.0,14280.0,13918.0,12836.0,8000.0,1000.0,0.0,0,1,0,1,0,0,0,0,1,0,0
50000.0,27.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,32590.0,-100.0,0.0,0.0,70.0,120.0,0.0,100.0,0.0,70.0,200.0,100.0,0,1,0,0,0,1,0,0,1,0,0
70000.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,67880.0,66658.0,58486.0,29171.0,17725.0,17693.0,3028.0,3199.0,1267.0,642.0,651.0,1665.0,0,1,0,0,1,0,0,0,1,0,0
130000.0,26.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0
50000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,38516.0,28604.0,28089.0,27864.0,27173.0,27457.0,1754.0,1500.0,1500.0,1000.0,1100.0,1208.0,0,0,1,0,1,0,0,1,0,0,0
20000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,16884.0,17891.0,19078.0,19800.0,20000.0,0.0,1291.0,1478.0,1200.0,400.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
360000.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50067.0,17607.0,41262.0,8882.0,17348.0,29216.0,17607.0,41285.0,8882.0,17348.0,29216.0,4043.0,0,0,1,1,0,0,0,1,0,0,0
160000.0,31.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,3555.0,7340.0,0.0,7634.0,7350.0,7938.0,7340.0,0.0,7634.0,0.0,7938.0,3993.0,0,0,1,1,0,0,0,0,1,0,0
360000.0,54.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,96702.0,0,1,0,0,0,1,0,0,1,0,0
200000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,52143.0,53186.0,55929.0,194441.0,146190.0,141550.0,1910.0,3600.0,141000.0,5100.0,5200.0,5100.0,0,0,1,0,1,0,0,0,1,0,0
290000.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,268498.0,272517.0,275748.0,277300.0,209747.0,212027.0,10000.0,12000.0,8000.0,7000.0,7000.0,5000.0,0,0,1,0,1,0,0,0,1,0,0
50000.0,34.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,390.0,390.0,390.0,11779.0,11615.0,11466.0,390.0,390.0,11779.0,403.0,415.0,406.0,0,0,1,0,0,1,0,1,0,0,0
150000.0,32.0,-1.0,0.0,0.0,0.0,0.0,0.0,3000.0,187000.0,193500.0,196000.0,200000.0,0.0,184000.0,6500.0,4000.0,4000.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0
50000.0,33.0,-1.0,2.0,-1.0,-1.0,-1.0,-2.0,7363.0,5180.0,31902.0,11044.0,0.0,0.0,39.0,32013.0,11079.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1,0,0
90000.0,41.0,-1.0,0.0,0.0,0.0,0.0,0.0,48276.0,47820.0,46602.0,47141.0,16114.0,15825.0,2281.0,1219.0,1164.0,556.0,595.0,480.0,0,0,1,0,1,0,0,0,1,0,0
200000.0,29.0,-1.0,0.0,0.0,0.0,0.0,0.0,3334.0,4772.0,7675.0,10519.0,6980.0,8702.0,1500.0,3000.0,3000.0,1000.0,2000.0,2000.0,0,0,1,0,1,0,0,0,1,0,0
180000.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,95757.0,76696.0,77720.0,79430.0,81098.0,82791.0,3400.0,2900.0,3000.0,3100.0,3200.0,7300.0,0,1,0,0,1,0,0,1,0,0,0
500000.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,478623.0,466444.0,239921.0,184874.0,47774.0,34617.0,14000.0,12800.0,4300.0,3063.0,3600.0,3100.0,0,1,0,0,1,0,0,1,0,0,0
80000.0,35.0,0.0,0.0,0.0,0.0,-1.0,-1.0,37642.0,39947.0,43773.0,31830.0,7848.0,390.0,4000.0,5000.0,5500.0,7848.0,390.0,780.0,0,1,0,1,0,0,0,0,1,0,0
50000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,31199.0,36067.0,24727.0,30182.0,27043.0,25995.0,12009.0,2111.0,11000.0,1000.0,6000.0,6001.0,0,0,1,0,0,1,0,0,0,1,0
210000.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,202064.0,206107.0,174581.0,176527.0,181127.0,172851.0,6000.0,6000.0,4000.0,5000.0,4000.0,0.0,0,0,1,1,0,0,0,0,1,0,0
60000.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,55505.0,57374.0,35751.0,25824.0,25831.0,27393.0,3000.0,2015.0,2000.0,1000.0,2000.0,2000.0,0,0,1,0,1,0,0,1,0,0,0
50000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,47838.0,49246.0,50376.0,9408.0,9605.0,9806.0,2180.0,2310.0,336.0,348.0,360.0,349.0,0,1,0,0,0,1,0,1,0,0,0
60000.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,30660.0,30286.0,29757.0,30122.0,30498.0,28647.0,1800.0,1630.0,3000.0,2000.0,2000.0,2000.0,0,0,1,0,0,1,0,0,1,0,0
110000.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,94597.0,96263.0,61195.0,28154.0,24773.0,21620.0,4260.0,2310.0,1010.0,980.0,900.0,750.0,0,0,1,0,1,0,0,0,1,0,0
50000.0,35.0,1.0,2.0,0.0,0.0,-1.0,0.0,31507.0,30705.0,33467.0,12870.0,3325.0,5103.0,0.0,3467.0,1229.0,3325.0,2000.0,2167.0,0,0,1,0,1,0,0,0,1,0,0
300000.0,31.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,3565.0,316.0,316.0,17597.0,15257.0,9482.0,316.0,316.0,17597.0,2000.0,2690.0,2000.0,0,0,1,0,1,0,0,1,0,0,0
110000.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,92244.0,93815.0,97307.0,99666.0,102082.0,105500.0,4500.0,5000.0,4000.0,4000.0,5000.0,6804.0,0,0,1,0,1,0,0,1,0,0,0
300000.0,29.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,26857.0,9505.0,8933.0,14357.0,24549.0,3031.0,9511.0,8933.0,14357.0,15000.0,3031.0,20993.0,0,0,1,1,0,0,0,0,1,0,0
30000.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,8839.0,0.0,4342.0,690.0,0.0,99.0,0.0,4342.0,690.0,0.0,99.0,0.0,0,0,1,0,0,0,0,1,0,0,0
50000.0,36.0,0.0,-1.0,0.0,0.0,0.0,0.0,3781.0,1710.0,25967.0,17227.0,15714.0,15876.0,1710.0,25000.0,754.0,600.0,800.0,1900.0,0,0,1,0,0,1,0,1,0,0,0
300000.0,37.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15695.0,11551.0,6224.0,14959.0,6885.0,22107.0,11551.0,6252.0,14959.0,6885.0,22107.0,6741.0,0,0,1,0,1,0,0,1,0,0,0
340000.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,254219.0,252984.0,252180.0,250359.0,203580.0,192415.0,9500.0,9780.0,9425.0,7500.0,6800.0,7200.0,0,0,1,1,0,0,0,1,0,0,0
200000.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11409.0,1222.0,3308.0,481.0,-19.0,3821.0,1228.0,3324.0,483.0,0.0,3840.0,0.0,0,0,1,0,1,0,0,0,1,0,0
160000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,40892.0,42416.0,43367.0,44344.0,45486.0,50520.0,2500.0,3000.0,2000.0,1856.0,6000.0,2000.0,0,0,1,0,0,1,0,1,0,0,0
200000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,63182.0,44876.0,38764.0,37618.0,35737.0,40710.0,1765.0,10007.0,2019.0,5027.0,15031.0,7088.0,0,1,0,0,1,0,0,1,0,0,0
360000.0,35.0,-2.0,-2.0,-1.0,2.0,2.0,-2.0,0.0,0.0,1300.0,300.0,0.0,598.0,0.0,1300.0,0.0,0.0,598.0,1352.0,0,1,0,0,1,0,0,1,0,0,0
430000.0,34.0,1.0,2.0,0.0,0.0,2.0,0.0,14965.0,11576.0,14099.0,15128.0,14647.0,16317.0,0.0,3000.0,3500.0,0.0,2000.0,2000.0,0,0,1,1,0,0,0,0,1,0,0
50000.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,42543.0,34629.0,27095.0,18538.0,20100.0,19630.0,1900.0,1428.0,600.0,3000.0,0.0,1000.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,79029.0,76009.0,74908.0,41646.0,29297.0,30057.0,4000.0,3200.0,2230.0,1300.0,1410.0,1000.0,0,0,1,0,1,0,0,1,0,0,0
300000.0,40.0,-1.0,-1.0,-2.0,-2.0,-2.0,-2.0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,0,0
30000.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,7979.0,8301.0,9156.0,8983.0,8141.0,6422.0,1149.0,1191.0,1079.0,239.0,209.0,206.0,0,0,1,1,0,0,0,1,0,0,0
140000.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,143107.0,138581.0,123491.0,118886.0,117059.0,117405.0,4839.0,5000.0,5000.0,7500.0,7000.0,5029.0,0,1,0,0,1,0,0,0,1,0,0
200000.0,36.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,8812.0,15189.0,6205.0,37658.0,696.0,1430.0,15234.0,6225.0,38150.0,2.0,1434.0,2265.0,0,0,1,0,1,0,0,1,0,0,0
300000.0,25.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,780.0,390.0,334.0,780.0,2590.0,1490.0,390.0,334.0,780.0,2590.0,1490.0,11813.0,0,0,1,0,1,0,0,0,1,0,0
40000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12308.0,13604.0,14873.0,15624.0,15972.0,16308.0,1500.0,1500.0,1000.0,600.0,600.0,1700.0,0,0,1,1,0,0,0,0,1,0,0
50000.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,13917.0,16695.0,21320.0,18614.0,19003.0,19439.0,3000.0,5000.0,2000.0,618.0,679.0,500.0,0,1,0,0,1,0,0,1,0,0,0
130000.0,29.0,0.0,0.0,2.0,0.0,0.0,2.0,88345.0,94597.0,92077.0,93272.0,96298.0,95745.0,8600.0,0.0,3500.0,7100.0,3600.0,2900.0,0,0,1,0,1,0,0,0,1,0,0
170000.0,31.0,2.0,-1.0,-1.0,0.0,0.0,0.0,520.0,1316.0,6779.0,3416.0,2941.0,3518.0,1339.0,6779.0,2000.0,97.0,1002.0,1018.0,0,0,1,0,1,0,0,0,1,0,0
100000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,25945.0,21237.0,16723.0,15868.0,8275.0,5954.0,4021.0,3013.0,4031.0,3012.0,2006.0,3121.0,0,0,1,0,1,0,0,1,0,0,0
50000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,49073.0,49531.0,44002.0,44356.0,19344.0,19354.0,1691.0,1942.0,1296.0,674.0,693.0,1000.0,0,1,0,0,1,0,0,1,0,0,0
20000.0,51.0,1.0,2.0,0.0,0.0,0.0,0.0,14710.0,14166.0,14040.0,13796.0,12909.0,12015.0,0.0,1253.0,2232.0,402.0,393.0,357.0,0,0,1,0,1,0,0,1,0,0,0
350000.0,30.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,951.0,601.0,714.0,263.0,900.0,1271.0,605.0,716.0,263.0,900.0,1271.0,1218.0,0,0,1,1,0,0,0,0,1,0,0
20000.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,13447.0,10232.0,7842.0,9262.0,4335.0,0.0,2200.0,2000.0,2200.0,1200.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0
500000.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30561.0,38207.0,18008.0,29158.0,11484.0,103340.0,38219.0,18008.0,29248.0,11484.0,103340.0,28524.0,0,1,0,0,0,1,0,1,0,0,0
50000.0,52.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,831.0,138.0,658.0,0.0,0.0,831.0,138.0,658.0,0.0,0,0,1,0,0,1,0,1,0,0,0
200000.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,158809.0,150904.0,144302.0,137700.0,135443.0,128229.0,5380.0,5141.0,5032.0,9400.0,4400.0,0.0,0,0,1,0,0,1,0,1,0,0,0
50000.0,55.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,390.0,390.0,911.0,1080.0,930.0,390.0,390.0,911.0,559.0,390.0,0.0,390.0,0,0,1,0,0,1,0,0,0,1,0
210000.0,38.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,81582.0,82768.0,654.0,628.0,302.0,476.0,4000.0,1584.0,300.0,0.0,500.0,476.0,0,1,0,1,0,0,0,1,0,0,0
240000.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,65220.0,68155.0,70184.0,71784.0,78659.0,81212.0,4000.0,3167.0,2767.0,8233.0,4000.0,4000.0,0,0,1,1,0,0,0,0,1,0,0
140000.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,142428.0,144105.0,143952.0,142590.0,142650.0,142620.0,10000.0,10000.0,6000.0,6000.0,6000.0,5600.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,65205.0,72922.0,74943.0,75399.0,53373.0,55554.0,20000.0,5000.0,3000.0,5000.0,3000.0,3000.0,0,0,1,0,0,1,0,1,0,0,0
180000.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,42790.0,43899.0,45172.0,46121.0,95432.0,50984.0,1800.0,2000.0,2000.0,2332.0,5000.0,1000.0,0,0,1,1,0,0,0,0,1,0,0
240000.0,40.0,1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-55.0,-55.0,3545.0,1338.0,1075.0,1744.0,0.0,3600.0,1338.0,1075.0,1744.0,0.0,0,0,1,0,0,1,0,1,0,0,0
130000.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,104898.0,103920.0,102270.0,96440.0,85065.0,85105.0,4714.0,4553.0,4203.0,3000.0,3100.0,3500.0,0,0,1,0,1,0,0,1,0,0,0
150000.0,29.0,-1.0,-1.0,-1.0,-2.0,-2.0,-1.0,3850.0,227.0,0.0,0.0,0.0,1500.0,227.0,0.0,0.0,0.0,1500.0,1606.0,0,0,1,0,0,1,0,0,1,0,0
50000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,48134.0,52136.0,19758.0,5520.0,5204.0,4703.0,5261.0,1132.0,2138.0,172.0,200.0,168.0,0,0,1,0,0,1,0,0,1,0,0
80000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,78025.0,80224.0,81619.0,80030.0,79434.0,81348.0,3500.0,3300.0,3100.0,2900.0,3200.0,3100.0,0,0,1,1,0,0,0,0,1,0,0
80000.0,29.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,82150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0
50000.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,50302.0,49440.0,49891.0,20503.0,20159.0,20268.0,2100.0,1793.0,700.0,731.0,735.0,616.0,0,1,0,0,1,0,0,0,1,0,0
100000.0,25.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,100000.0,0.0,0.0,0.0,0.0,-150953.0,0.0,0.0,0.0,0.0,0.0,150400.0,0,0,1,1,0,0,0,0,1,0,0
100000.0,40.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,37596.0,23808.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0
140000.0,39.0,0.0,0.0,0.0,0.0,-1.0,-1.0,115940.0,100572.0,10776.0,10776.0,1059.0,0.0,10000.0,1000.0,0.0,1059.0,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0
50000.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,35427.0,36307.0,36989.0,38559.0,39958.0,38313.0,2000.0,2000.0,3000.0,3000.0,0.0,3090.0,0,0,1,1,0,0,0,0,1,0,0
20000.0,40.0,0.0,0.0,0.0,0.0,0.0,-2.0,19816.0,20396.0,20102.0,19575.0,0.0,0.0,1601.0,2203.0,2114.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0
190000.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,83369.0,81617.0,83351.0,82989.0,83760.0,85707.0,3853.0,4000.0,3000.0,3200.0,3500.0,3500.0,0,0,1,1,0,0,0,0,1,0,0
200000.0,60.0,0.0,0.0,0.0,2.0,2.0,2.0,135775.0,136946.0,142735.0,149574.0,151108.0,142190.0,4916.0,8011.0,10800.0,5411.0,0.0,4959.0,0,1,0,0,0,1,0,1,0,0,0
370000.0,39.0,1.0,2.0,-1.0,2.0,-1.0,-1.0,3633.0,1746.0,3677.0,1746.0,1746.0,1746.0,0.0,3677.0,0.0,1746.0,1746.0,1746.0,0,1,0,0,1,0,0,1,0,0,0
230000.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12089.0,2306.0,13827.0,11686.0,46963.0,15962.0,2306.0,13835.0,11686.0,46963.0,15962.0,1596.0,0,0,1,1,0,0,0,0,1,0,0
130000.0,28.0,0.0,0.0,0.0,0.0,-2.0,-2.0,100143.0,50456.0,50000.0,0.0,0.0,0.0,2500.0,1000.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
80000.0,36.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,5012.0,1200.0,0.0,1159.0,0.0,0.0,1200.0,0.0,1159.0,0.0,0.0,6028.0,0,1,0,1,0,0,0,0,1,0,0
90000.0,41.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1750.0,76674.0,77974.0,80064.0,81747.0,86611.0,79786.0,2836.0,3657.0,2972.0,6228.0,0.0,0,1,0,0,1,0,0,1,0,0,0
80000.0,30.0,0.0,0.0,0.0,-1.0,0.0,0.0,36676.0,38247.0,39856.0,28698.0,29299.0,30120.0,2165.0,2774.0,30458.0,1063.0,1308.0,4317.0,0,0,1,0,0,1,0,0,1,0,0
60000.0,45.0,0.0,0.0,0.0,0.0,-1.0,-1.0,60244.0,59868.0,58221.0,16305.0,3124.0,29484.0,3000.0,2577.0,1525.0,3124.0,29484.0,1326.0,0,0,1,0,1,0,0,1,0,0,0
20000.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,17538.0,16975.0,17651.0,17603.0,17962.0,0.0,0.0,1400.0,352.0,1139.0,0.0,1500.0,0,0,1,0,1,0,0,0,1,0,0
160000.0,49.0,0.0,0.0,0.0,0.0,-1.0,-1.0,143804.0,145244.0,145978.0,41600.0,2500.0,2500.0,6235.0,6632.0,1910.0,2500.0,2500.0,2500.0,0,1,0,1,0,0,0,1,0,0,0
110000.0,32.0,3.0,2.0,0.0,0.0,0.0,0.0,108087.0,103307.0,103749.0,78961.0,76180.0,76353.0,0.0,5100.0,3411.0,3003.0,3000.0,3001.0,0,0,1,0,1,0,0,0,1,0,0
160000.0,42.0,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,1473.0,1863.0,0.0,112978.0,115357.0,1473.0,1863.0,0.0,119001.0,5000.0,4500.0,0,0,1,0,0,1,0,1,0,0,0
220000.0,30.0,-1.0,0.0,0.0,-2.0,-2.0,-2.0,2501.0,2071.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0
110000.0,42.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,100534.0,90201.0,77817.0,64246.0,65746.0,57715.0,3678.0,1948.0,1285.0,1500.0,60589.0,1620.0,0,1,0,0,1,0,0,1,0,0,0
360000.0,34.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0,0
50000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,46652.0,45235.0,23299.0,22672.0,21440.0,19304.0,2014.0,1600.0,1400.0,429.0,386.0,57.0,0,1,0,0,1,0,0,0,1,0,0
260000.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,89538.0,82621.0,78236.0,49417.0,21226.0,23174.0,4000.0,2092.0,1333.0,769.0,2300.0,0.0,0,0,1,1,0,0,0,0,1,0,0
150000.0,26.0,0.0,0.0,0.0,0.0,0.0,-2.0,92802.0,91166.0,99655.0,100000.0,0.0,0.0,7500.0,10000.0,2000.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0
20000.0,22.0,1.0,2.0,2.0,2.0,0.0,0.0,14645.0,14113.0,18550.0,17867.0,18072.0,17899.0,0.0,4675.0,0.0,701.0,563.0,1000.0,0,0,1,0,1,0,0,0,1,0,0
150000.0,35.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,3003.0,2688.0,3125.0,9643.0,4383.0,2225.0,2698.0,3137.0,9643.0,4395.0,2229.0,3041.0,0,0,1,1,0,0,0,1,0,0,0
180000.0,37.0,-1.0,0.0,0.0,0.0,0.0,0.0,121915.0,116093.0,99267.0,74324.0,47642.0,37957.0,7416.0,7038.0,7000.0,6000.0,5000.0,5000.0,0,1,0,1,0,0,0,1,0,0,0
160000.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1194.0,2108.0,1086.0,1874.0,2920.0,0.0,2108.0,1086.0,1874.0,2920.0,0.0,1222.0,0,0,1,0,1,0,0,0,1,0,0
360000.0,55.0,0.0,0.0,-1.0,-1.0,-1.0,-2.0,9210.0,8485.0,17231.0,1770.0,0.0,0.0,6015.0,17454.0,1775.0,0.0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0
120000.0,37.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,3140.0,448.0,0.0,0.0,0.0,10614.0,448.0,0.0,0.0,0.0,10614.0,0.0,0,0,1,0,0,1,0,1,0,0,0
60000.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,53986.0,47413.0,36527.0,28170.0,28963.0,29456.0,2050.0,2011.0,1200.0,1400.0,1200.0,800.0,0,0,1,0,1,0,0,0,1,0,0
300000.0,46.0,0.0,0.0,-1.0,0.0,-1.0,0.0,5287.0,5750.0,2977.0,4796.0,2367.0,7367.0,3000.0,3000.0,2500.0,2367.0,5000.0,3000.0,0,0,1,0,1,0,0,1,0,0,0
180000.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15991.0,1473.0,26876.0,53390.0,35292.0,61910.0,1473.0,26876.0,53390.0,35292.0,61910.0,23913.0,0,0,1,1,0,0,0,0,1,0,0
20000.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,16849.0,17618.0,18194.0,17759.0,18759.0,5340.0,1434.0,1400.0,355.0,1000.0,126.0,450.0,0,1,0,0,1,0,0,1,0,0,0
360000.0,35.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,3925.0,5320.0,1016.0,7173.0,10763.0,4857.0,5352.0,1022.0,7408.0,10817.0,5044.0,27696.0,0,0,1,1,0,0,0,1,0,0,0
260000.0,37.0,0.0,0.0,0.0,-1.0,0.0,0.0,255691.0,262736.0,36638.0,122388.0,127402.0,131074.0,14000.0,5022.0,130000.0,7000.0,6000.0,6000.0,0,1,0,0,1,0,0,0,1,0,0
300000.0,37.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,3144.0,5688.0,2297.0,3115.0,3172.0,1589.0,5734.0,2018.0,3138.0,3187.0,1597.0,2394.0,0,0,1,1,0,0,0,1,0,0,0
50000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,52136.0,50942.0,49715.0,21332.0,20096.0,18883.0,2218.0,2519.0,712.0,706.0,740.0,600.0,0,0,1,0,1,0,0,1,0,0,0
